Martin Necas,4,True,2,False
Jack Eichel,49,True,2,False
Roman Josi,32,True,2,False
Miro Heiskanen,9,True,1,False
Jonathan Huberdeau,25,True,1,False
Philip Grubauer,25,True,1,False
J.T. Miller,6,True,1,False
Jake Bean,1,False,0,True
Kieffer Bellows,1,False,0,True
Michael McLeod,1,False,0,True
Moritz Seider,1,False,0,True
