Nick Suzuki,4,True,3,False
Rob Thomas,9,True,2,False
Jordan Binnington,9,True,2,False
Gabriel Landeskog,11,True,2,False
Mark Giordano,14,True,1,False
Seth Jones,37,True,1,False
Victor Olofsson,4,True,1,False
Alex Turcotte,1,False,0,True
Kirill Kaprizov,1,False,0,True
Morgan Frost,1,False,0,True
Olli Juolevi,1,False,0,True
Timothy Liljegren,1,False,0,True
Vitali Abramov,1,False,0,True
