Elvis Merzlikins,4,True,2,False
Tomas Hertl,11,True,2,False
Kevin Fiala,6,True,2,False
Max Domi,9,True,1,False
John Carlson,41,True,1,False
Neal Pionk,4,True,1,False
Barrett Hayton,1,False,0,False
Dylan Cozens,1,False,0,False
Vitali Kravtsov,1,False,0,False
