Filip Zadina,4,True,3,False
Elias Pettersson,9,True,2,False
Ivan Provorov,4,True,2,False
Kyle Palmieri,10,True,1,False
Pierre-Luc Dubois,17,True,1,False
Patrick Kane,53,True,1,False
Robin Lehner,26,True,1,False
Cole Caufield,1,False,0,True
Gabe Vilardi,1,False,0,True
Julien Gauthier,1,False,0,True
Ty Dellandrea,1,False,0,True
